FLDATE,QC_modify_Date,ou,FLYPITCODE,Itemdesc,pt,dn,FLYPGRADE,grade_actual,Grade_Type,Department,BM_Line,repack,packingfor,FLYPNETWT
2025-06-17,2025-06-19,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,B,downgrade,CUTTING,CUT-LINE3,1,Export,38.76
2026-02-08,2026-02-12,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,39.43
2025-08-27,2025-08-29,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A,Firstgrade,DYEING,DYE-JET2,1,Export,553.02
2025-07-04,2025-07-05,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,49.9
2025-09-28,2025-09-30,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,C,downgrade,KNITTING,KNIT-04,1,Domestic,108.48
2026-01-29,2026-01-30,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,248.43
2025-06-15,2025-06-19,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,519.9
2025-12-07,2025-12-08,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,414.57
2025-12-13,2025-12-18,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,4.14
2026-01-23,2026-01-26,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,257.74
2025-08-24,2025-08-27,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,84.72
2025-09-26,2025-09-28,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,29.97
2025-09-03,2025-09-08,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,65.43
2025-05-14,2025-05-15,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,40.13
2025-01-21,2025-01-23,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,CUTTING,CUT-LINE3,1,Export,24.9
2025-04-23,2025-04-24,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,84.57
2026-01-09,2026-01-14,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,16.16
2025-06-02,2025-06-06,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,350.65
2025-02-12,2025-02-16,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Export,22.69
2025-10-08,2025-10-13,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,D,downgrade,WEAVING,LOOM-A1,1,Domestic,425.97
2025-06-05,2025-06-10,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,383.67
2026-02-04,2026-02-09,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,32.69
2025-06-27,2025-07-01,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,D,downgrade,FINISHING,STEAM-01,1,Export,162.64
2025-07-15,2025-07-20,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A1,C,downgrade,CUTTING,CUT-LINE3,1,Domestic,18.64
2025-08-30,2025-08-31,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,KNITTING,KNIT-04,1,Export,130.36
2025-04-04,2025-04-09,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,DYEING,DYE-JET2,1,Export,46.09
2026-02-05,2026-02-07,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,188.58
2025-12-01,2025-12-03,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,D,downgrade,KNITTING,KNIT-04,1,Export,173.12
2026-02-14,2026-02-18,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Export,250.47
2025-08-06,2025-08-07,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,173.15
2025-06-03,2025-06-06,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,DYEING,DYE-JET2,1,Export,79.28
2026-02-27,2026-03-03,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,171.63
2025-04-22,2025-04-26,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Export,639.28
2025-09-20,2025-09-22,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,499.88
2025-10-20,2025-10-22,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Domestic,492.88
2025-07-11,2025-07-12,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,390.15
2026-01-26,2026-01-30,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,C,C,Firstgrade,DYEING,DYE-JET2,1,Domestic,15.11
2025-06-22,2025-06-27,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,C,downgrade,KNITTING,KNIT-04,1,Export,143.89
2025-09-13,2025-09-18,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,118.44
2025-08-13,2025-08-16,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,24.05
2025-08-07,2025-08-11,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,128.16
2025-10-13,2025-10-18,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,57.34
2025-08-04,2025-08-08,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,C,downgrade,DYEING,DYE-JET2,1,Export,120.9
2025-10-07,2025-10-08,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,533.91
2025-08-04,2025-08-07,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,451.97
2025-09-07,2025-09-08,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,92.94
2025-06-19,2025-06-23,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,98.34
2025-11-21,2025-11-26,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,366.01
2025-06-21,2025-06-25,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,20.99
2025-09-30,2025-10-05,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,B,downgrade,DYEING,DYE-JET2,1,Export,608.69
2025-12-26,2025-12-30,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,D,downgrade,WEAVING,LOOM-A1,1,Export,19.14
2025-02-14,2025-02-16,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,486.64
2025-08-22,2025-08-27,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,77.08
2025-10-17,2025-10-20,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,263.74
2025-05-21,2025-05-26,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,7.65
2025-11-13,2025-11-18,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,67.52
2025-07-28,2025-07-29,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,38.8
2025-08-17,2025-08-19,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,20.28
2025-10-31,2025-11-03,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,98.7
2025-10-12,2025-10-14,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,16.2
2025-10-02,2025-10-04,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,456.34
2025-10-04,2025-10-07,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,224.47
2025-09-03,2025-09-05,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A,Firstgrade,FINISHING,STEAM-01,1,Export,95.2
2025-06-10,2025-06-11,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,639.39
2025-06-15,2025-06-16,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,100.58
2025-06-11,2025-06-15,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Domestic,126.48
2026-02-07,2026-02-08,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,556.7
2025-10-31,2025-11-02,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,20.03
2025-11-05,2025-11-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,26.89
2025-07-28,2025-07-29,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,16.26
2025-12-04,2025-12-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,1,Capt Packing,19.06
2025-07-28,2025-07-30,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,18.93
2025-08-17,2025-08-22,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,140.59
2025-04-22,2025-04-25,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,9.19
2025-08-01,2025-08-02,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,36.92
2025-08-07,2025-08-12,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,B,downgrade,KNITTING,KNIT-04,1,Export,9.98
2025-11-20,2025-11-22,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,285.73
2025-11-15,2025-11-20,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,53.67
2025-05-03,2025-05-07,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,C,downgrade,WEAVING,LOOM-A1,1,Domestic,46.23
2025-09-29,2025-09-30,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,50.1
2025-12-31,2026-01-04,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,A,Firstgrade,CUTTING,CUT-LINE3,1,Export,14.27
2025-08-23,2025-08-27,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Export,232.04
2025-09-09,2025-09-11,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Domestic,44.68
2025-09-12,2025-09-17,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,KNITTING,KNIT-04,1,Export,15.6
2025-02-27,2025-03-03,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,122.32
2025-05-05,2025-05-07,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,206.95
2025-08-04,2025-08-07,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,DYEING,DYE-JET2,1,Export,202.31
2026-02-13,2026-02-16,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,115.49
2025-09-29,2025-10-03,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,21.83
2025-09-04,2025-09-06,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,DYEING,DYE-JET2,1,Capt Packing,129.72
2025-12-17,2025-12-20,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,76.43
2025-07-13,2025-07-15,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,472.34
2025-05-09,2025-05-14,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,43.2
2025-12-31,2026-01-05,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,53.02
2026-01-25,2026-01-30,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,12.01
2025-08-08,2025-08-09,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,15.96
2025-10-11,2025-10-13,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,16.0
2025-09-25,2025-09-29,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,D,downgrade,CUTTING,CUT-LINE3,1,Export,244.64
2025-11-01,2025-11-06,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,212.49
2025-10-06,2025-10-08,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,18.25
2026-02-01,2026-02-03,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,A1,Firstgrade,WEAVING,LOOM-A1,1,Export,30.95
2025-09-12,2025-09-17,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,A1,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,167.64
2025-04-15,2025-04-18,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,C,downgrade,DYEING,DYE-JET2,1,Export,412.95
2025-08-06,2025-08-07,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Export,281.72
2025-04-02,2025-04-06,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,230.37
2025-07-09,2025-07-10,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,1,Domestic,642.46
2026-01-10,2026-01-14,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Domestic,161.08
2025-09-21,2025-09-22,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,32.35
2025-04-24,2025-04-27,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,172.76
2025-04-12,2025-04-17,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Export,536.11
2025-08-11,2025-08-13,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Export,91.83
2025-10-28,2025-11-01,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,705.47
2025-03-26,2025-03-28,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,467.75
2025-04-12,2025-04-15,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Export,51.43
2025-12-17,2025-12-18,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,263.64
2025-05-20,2025-05-22,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,337.89
2025-04-03,2025-04-06,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,D,downgrade,KNITTING,KNIT-04,1,Export,163.69
2025-07-20,2025-07-24,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,55.33
2025-09-14,2025-09-18,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,508.22
2025-10-18,2025-10-20,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,D,downgrade,DYEING,DYE-JET2,1,Domestic,220.71
2025-10-07,2025-10-10,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,413.35
2025-08-19,2025-08-24,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,B,downgrade,WEAVING,LOOM-A1,1,Capt Packing,22.58
2025-12-12,2025-12-15,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,309.35
2026-01-01,2026-01-06,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,124.41
2025-12-19,2025-12-23,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,B,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,96.95
2025-07-07,2025-07-08,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,82.82
2025-11-03,2025-11-04,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,265.06
2025-02-27,2025-03-03,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,473.12
2025-11-12,2025-11-14,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,B,downgrade,KNITTING,KNIT-04,1,Export,201.84
2025-08-21,2025-08-23,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,1,Domestic,34.41
2025-09-29,2025-10-02,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,301.6
2025-11-20,2025-11-22,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,356.57
2025-08-24,2025-08-25,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,20.3
2025-10-20,2025-10-23,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,11.23
2025-07-19,2025-07-21,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,143.17
2025-10-24,2025-10-29,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,C,downgrade,WEAVING,LOOM-A1,1,Domestic,298.03
2025-03-28,2025-04-01,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,342.39
2025-04-12,2025-04-13,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Domestic,70.61
2025-12-25,2025-12-28,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,55.76
2025-10-30,2025-11-03,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,C,downgrade,CUTTING,CUT-LINE3,1,Domestic,75.79
2025-09-25,2025-09-26,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,D,downgrade,KNITTING,KNIT-04,1,Export,10.23
2025-09-16,2025-09-17,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,72.66
2025-09-07,2025-09-10,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,49.53
2025-05-26,2025-05-31,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,79.07
2025-05-19,2025-05-22,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,D,downgrade,WEAVING,LOOM-A1,1,Capt Packing,547.2
2025-06-07,2025-06-12,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,471.88
2025-08-12,2025-08-16,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,495.69
2025-08-28,2025-08-31,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Domestic,130.96
2026-01-24,2026-01-28,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,DYEING,DYE-JET2,0,Export,376.03
2025-09-28,2025-09-29,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,247.41
2025-10-28,2025-11-01,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,A,Firstgrade,KNITTING,KNIT-04,1,Domestic,51.64
2025-08-02,2025-08-03,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,211.8
2025-07-15,2025-07-20,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,C,downgrade,WEAVING,LOOM-A1,1,Capt Packing,491.69
2025-10-08,2025-10-10,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,55.28
2025-12-15,2025-12-18,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,254.56
2025-08-03,2025-08-04,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,B,downgrade,WEAVING,LOOM-A1,1,Export,197.09
2026-01-18,2026-01-22,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,27.32
2025-09-26,2025-10-01,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,A1,Firstgrade,WEAVING,LOOM-A1,1,Domestic,469.17
2025-09-19,2025-09-23,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,63.96
2025-07-20,2025-07-22,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,147.61
2025-03-23,2025-03-28,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Export,185.94
2025-12-26,2025-12-28,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,121.77
2025-10-23,2025-10-24,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,415.79
2025-10-23,2025-10-25,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,221.98
2026-02-08,2026-02-12,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,C,downgrade,FINISHING,STEAM-01,1,Capt Packing,123.76
2026-01-17,2026-01-19,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,181.93
2025-10-22,2025-10-24,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,C,downgrade,CUTTING,CUT-LINE3,1,Domestic,106.0
2026-02-03,2026-02-08,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Export,207.03
2025-10-30,2025-11-03,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,1,Capt Packing,2.46
2025-09-27,2025-10-02,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,CUTTING,CUT-LINE3,0,Export,62.12
2025-05-19,2025-05-22,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,27.63
2025-02-14,2025-02-16,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,A1,Firstgrade,FINISHING,STEAM-01,1,Capt Packing,19.29
